15,2485933021
10,4155369434
10,8137343668
16,9868039787
14,9794101273
17,2226042067
12,0911253632
13,1388651412
10,7542727411
4,32487430292
14,7625959923
9,74960281995
11,5611703165
9,91094506052
10,4400641806
13,3196675912
9,91467872967
14,7932524747
7,14074935766
12,1086139161
14,2069066725
7,3059606645
10,0457426164
13,5036891083
11,6161677705
14,4114739407
17,0334571518
13,9181896675
14,8350837462
14,0718384547
14,6888022952
11,3522766925
21,3460568405
13,6204688889
9,76940049317
15,4521670709
9,75924934419
11,7298183472
15,8293404484
6,21403487422
11,7187446172
12,776004663
11,9157323916
6,487601072
15,1440075439
14,7880965569
15,0325542838
14,7909934999
6,92587912135
9,07864165464
11,9145785161
13,4398130438
17,7917804146
15,9808398701
18,4169151183
15,771617885
13,6613989059
10,1631588662
14,5582213512
11,5272971336
12,183114301
17,0940937869
14,4098527817
16,1421334563
15,821354789
10,8832429185
10,7150815207
11,5928013176
6,64816791033
14,566002827
7,28909563083
14,8287413321
14,1622581368
7,42047046538
14,8772403068
13,5551848591
8,12528832335
13,1188674933
15,8646410995
13,0989127389
10,1292430925
9,2519001364
15,6001805673
18,5558034901
16,1506603964
10,3200649708
14,4936618257
17,7330275937
14,2054521407
11,9738757419
4,65292931355
18,3622111272
8,71596600388
15,6226306825
10,8094300994
16,0787050062
17,0718638604
17,1270083322
13,1788757036
11,8918109867
10,6883149351
16,2601653727
18,7349924756
18,8045880374
16,8865131387
10,0028669041
12,3088292291
13,9326783155
15,9826176959
8,26370554852
12,4431170774
6,37039714476
11,8511834499
12,2373352785
12,6513147003
7,81971623455
16,5454839436
15,1951373317
11,0394009502
12,9276486789
15,3815681377
15,5229551301
7,68272109421
14,4320741434
14,275726941
6,0809411913
13,5232528191
8,68487272834
12,4906257014
11,1434899039
12,7169903018
9,83419049739
3,61350734118
10,7870337943
7,38438938415
7,26039322355
12,7926634749
10,3996742049
17,3004840169
15,7671227774
15,3014937454
8,31926052435
11,3996243382
19,844334159
8,00007210897
13,9434862783
14,3409606248
16,3473748938
12,1673234968
11,8825371725
8,48459103113
11,5494067878
12,5118000926
10,6094075508
12,1784887002
13,5153353021
11,7920620594
10,9092071497
15,0964803985
13,4632029681
17,2775717719
10,1758845077
12,9689463275
7,52211068958
15,7230710464
12,1765658891
12,4577565236
10,3352776631
9,27233527339
15,1455310961
8,13245159163
12,7284683219
5,35311106119
12,0009132343
8,93113306746
15,483648098
14,8304665668
17,9621049858
5,57127710418
14,4800765492
15,6758159467
11,8045099619
15,9060702235
7,62482237945
12,5875405859
6,04787294767
12,8668090435
8,4192446071
12,6594954267
19,4222806056
15,8218690279
12,768348767
12,7811979668
17,9088273004
14,068679874
10,2464678381
13,9008273187
6,50262249513
10,1282088823
15,0030162749
13,2004969673
9,73576853297
6,46937394932
8,89884728375
11,4002259023
14,8802573614
15,4676228561
9,56870723261
17,3246023247
15,0655332382
9,13182168649
16,9700409264
9,68531836317
12,6790585243
13,3706455337
16,0577573825
13,2423102684
10,6639229837
10,6347889066
10,6795996646
14,7682841586
16,6629089587
10,5116934418
9,07261096044
6,88246246122
13,2505031611
12,7920563414
12,3971320656
10,5315824552
15,1326028745
11,1179551339
9,03212693589
11,7439106242
11,7161283425
11,4503207731
9,3097826486
16,2111569553
16,8260520066
11,6703560848
8,62497471439
16,2109368441
11,2870497697
13,8206760238
14,2827322093
9,61213981315
12,623650252
13,2804629197
15,0994999666
11,486635978
11,9543761836
15,1991779384
6,50291548841
12,5870629756
9,33830207114
10,5868707813
13,2260832229
14,0360846741
13,4005806698
14,6285738797
16,1264791743
11,880697071
13,673102612
15,1204342946
7,9464805088
11,8961025373
12,7984692239
14,7145162222
5,27606721818
11,0898718462
11,7114345004
12,5149712263
9,55513587201
17,3543863011
12,9263744747
11,4385805334
7,31842988442
14,672326861
18,3410476861
17,0465772918
15,8408904367
12,0202525459
18,3465566065
10,9214769155
9,11167867146
18,5300893096
11,0174880069
21,4638967742
17,7911083862
8,35503527086
7,0335495131
17,9775637295
12,0367872848
12,3637471372
2,95161965255
17,2252808699
13,0238262022
10,8760076873
11,9728219775
17,3133257283
5,8492062371
8,4875821368
11,6594260967
13,7451265724
15,7389076318
13,295589472
11,8046781182
7,22551993797
12,5088717615
12,8520112029
16,3300189383
17,7817957017
9,45947950466
18,3712257148
8,33572925531
4,39277199135
10,4655441582
20,8809809899
2,85334860081
8,16333330415
13,3654561612
15,7215997937
7,08704368805
16,7963646557
10,9168889575
11,8861808192
12,3266488362
15,3583355809
17,2442203142
10,5299605173
7,737515254
10,5578836615
12,5287834515
18,8219217559
16,1500846047
18,9209576026
13,5514386713
12,7928208084
17,2079309064
17,504486172
17,7147434244
18,6596741652
8,82586682128
16,0548792742
8,74250583001
1,66829931963
7,51926535139
17,2454419473
16,7826359347
11,2017939213
17,7759481303
11,1622612087
10,9932192007
12,1562659885
9,27382564862
17,1949912681
11,0170992329
9,26022504133
11,4214662661
9,02407403746
20,209070285
12,6083434783
15,0273185601
12,9617657296
8,95863672556
14,7863742866
9,99291245708
9,29049097207
11,7648724827
10,1232004291
15,447216913
6,2782818244
16,4027184769
17,0755027987
10,7921078176
15,6787041901
18,022146288
14,7334395224
13,0228854575
15,1217328913
8,91481182373
17,9017680631
19,5285986192
12,6260601123
7,47687699574
7,11601711665
8,54398390675
8,53356908888
10,3813988408
5,30450062533
17,402065195
11,0392494063
18,0163828285
17,026905289
12,3311100188
13,9395754631
9,5722229585
13,8523447871
9,10400092591
18,1949266268
10,2443148945
16,2844008563
9,36353718503
14,371931903
9,76110899091
8,20974711749
12,0168123604
13,8089201932
16,7586655357
13,1664323364
18,3980196986
14,8133364031
8,76065131768
10,8980426188
11,6770087413
12,7162547362
11,5293111647
6,19201550009
12,1591179542
11,416600357
5,3170821887
13,7593232126
11,7039546961
16,1961785712
13,5813424162
10,9187274444
5,32899278132
11,0695747778
14,3764686351
11,9573594306
14,4713381666
10,4696797216
10,1846868727
14,9708457097
11,1678712204
12,5621673238
11,6995129234
10,9153059983
12,4921720465
18,0319815844
14,7125042976
9,08077586904
6,98458543606
14,447496409
10,705253677
11,5047324928
18,6858948866
13,982300729
8,1558549967
9,63543172923
15,7138004091
7,89329050553
8,23970626306
4,30463871769
16,0477381532
9,86598804334
8,47821666022
12,1576251237
14,2106901031
10,2811559918
14,5210564714
15,060755505
6,83946555188
9,17725149624
14,6564630223
15,9550335763
17,881128214
11,3432199015
10,386020618
9,35767463855
13,257951725
11,7348111777
10,7537457353
9,78152853877
18,4028228143
13,3625917546
14,8904184116
15,4789298089
15,1303817607
16,0414777229
18,2530906379
9,84007325094
13,6059894478
15,0186900137
8,19552076351
6,51420583683
7,9916422439
8,56120827165
10,5476486224
12,0711242083
12,4782018231
15,3901722586
11,984175321
10,637090612
6,34808705339
7,91978060399
11,01643067
12,4204164
17,5892745955
6,31771272301
12,7698784572
4,12687982404
9,48023124534
10,4424390891
13,2003737082
10,6971287847
12,2273425766
7,44968342143
7,1524350946
11,5764849255
7,94101202531
6,09040625547
16,5556021363
11,2886860266
16,9472728995
17,2127604472
12,2165100538
14,2067136972
7,58790623116
7,49066620842
16,5791960331
14,6541752147
20,365334623
8,40829800342
9,00034344409
12,225564707
10,5692433113
18,6289484559
8,63512548559
11,7588999498
13,8655001736
12,39782814
14,7849363531
13,0395781743
13,2857180205
11,8915852766
8,5616772163
16,4958083161
8,40509814095
10,6401370788
6,48789314921
14,8598234704
11,0820544968
15,9295732454
16,7326407863
13,991192286
12,2739452614
12,2285110075
7,34920852559
7,26381871294
15,1483236964
10,7413734429
16,1375332607
13,4452679511
12,4893477202
9,57068977975
12,4412359633
14,3894806255
14,5214325974
19,6905537538
15,3145335872
15,5557749001
10,5788516384
10,7303101782
19,5607340586
8,12197153825
13,3327549812
10,7092396644
13,4019449846
11,1538031271
12,4658719926
13,8243857284
9,5921666657
17,702042333
8,57650336371
15,082871202
9,21122489632
10,8438074492
5,56031648413
9,51961637857
11,7114734869
13,853981236
14,3462532922
17,9616750475
13,4697125064
14,1008000907
11,061076641
5,56481345208
15,7070657634
20,392289182
8,61241569107
7,67616824387
14,0889095776
15,1247954492
12,0427278482
12,9873854312
14,0009488732
10,9468829609
16,7506190365
8,03834215393
14,9290942438
11,4866011288
12,5043255642
7,27121803581
17,118800713
13,1706639031
5,86374012482
7,36537950766
8,47415067872
9,95989252773
7,31855603677
17,4927444804
7,64200063431
14,0391565396
18,8639346288
11,0034037811
18,2533996667
10,123438081
12,6560854461
13,9155086452
10,3862333199
7,55823257241
11,3099685918
12,1964377284
11,0067136452
6,35146051932
17,2576928704
9,9977535135
6,07819282366
9,25753841443
16,6810809049
7,20650925867
15,1080421447
14,6168529711
17,0007317632
9,66407130786
9,0180913868
18,8309857326
5,33311686701
15,670443081
14,7648693827
12,3118549483
15,1633492365
14,9033941999
7,25817495813
11,3439284519
14,0776317121
10,9365680189
19,316518735
14,2540829293
8,77993790772
12,4138462023
15,4698295588
14,8082507069
13,5820203603
16,7080651302
6,75009497369
11,29360691
17,0976208456
14,9397447882
9,36560793994
14,8058719841
17,1873900855
14,1172931313
14,4479325668
8,48447742708
10,4681857391
11,1518420956
18,2848764728
15,5547741134
14,4444710924
13,4799866888
10,0768748656
7,8827524777
13,9240296142
13,2177919846
16,8186685933
13,8460103953
9,99716021256
9,4308790412
12,4211020777
16,2528518271
14,9982968765
10,8541322927
9,52951372353
4,69678537979
9,64078088389
9,78264160449
8,95814012253
11,9284192543
11,3426593301
12,9645589293
12,1772338425
15,0469380454
9,28942489032
8,49503722575
17,5106292661
13,6743664394
10,0269444189
18,3704276715
15,8901598251
10,9083989751
11,9349279548
15,7653556067
9,84381242764
16,9978384766
16,5100415434
12,4735066067
14,2281656687
16,9398436788
12,3073815419
12,2167321284
11,1906326231
11,967190191
18,5073131117
12,513106571
14,5827510978
12,5799229491
14,1152202143
10,6477965573
16,159150361
14,237865091
12,7295124667
9,13910543231
14,4436745152
13,8741648523
10,1346415169
16,7273988345
18,2340015864
8,43879058891
10,5684822097
8,13542660457
12,4703576596
14,4754419836
15,847410306
15,5335522732
12,5567341572
9,0534551946
10,5752694924
11,5681440359
12,1566042154
10,0749868414
10,83864557
14,2330444639
8,60129569863
13,9895697916
15,725235107
15,6514181755
16,6113568949
11,5355544921
13,7358493072
9,39073169232
14,6941048571
9,17739647499
9,59877664493
13,8527412018
14,7999163227
15,9852820853
13,106291983
11,190075001
13,6090912751
14,0737337088
11,9392612722
12,7570561465
13,0543409383
12,8885659996
18,0402946187
5,92838679513
13,848138405
14,5762980786
20,3959229726
15,9457453998
7,59696275363
17,3982053625
13,1846167817
5,94221073092
6,07839113387
17,7740945476
11,6483767724
15,1484588792
12,864391923
10,0297543766
12,2403267674
14,6620028288
10,4151146142
14,7538698341
7,96299323362
16,0748449207
10,3867895724
17,648203523
15,3329381303
12,5513545322
10,0677981397
14,5147921988
8,89769581675
15,3823260018
12,6778433952
5,89870915211
14,3535237935
7,66401082039
16,1882889485
13,2676595598
10,2757054858
18,9457072189
5,22846719359
17,5913438143
16,2353032246
20,6030828113
9,52225253935
12,5001202655
15,9183540724
13,9116575836
7,18755262192
11,8274531879
16,0739745752
9,58026263386
6,59188465966
14,7356073828
5,89316707906
10,3900902156
13,3493378475
9,84860584838
4,84588392552
16,2774680097
12,4051129233
5,24489682972
13,2058486878
18,700768007
12,1676367222
13,4262072828
